Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
NULL,-7599812,NULL,Devigner,Consulting,7,Hybrid,4362237,-4,229,Lpw,?,No,,2,Neutral,1,N/A,Average,Axrmcw
null,8662665,unknown,N/A,null,2414350,Onsite,-19,8,465547,Medium,Anxiety,Yes,Increase,0,"""""",-2033805,Weekly,Average,""""""
EMP4475,52,Non-tinary,Marketing,"""""",200,Hybrid,283,12,2,Medium,Burnout,N/A,NULL,5,null,3045146,NULL,?,unknown
EkP4476,2732964,Prefec tmt to%say,Sifrware Engjneer,unknown,28,Onsite,54,12,-38,Medium,null,mo,Incrwese,268,Satisfivv,4,Nonz,unknown,Sjuth Amerida
N/A,43,Prefer not to say,yR,Eeyail,2,Hybrid,274,235,234,Lpw,mone,NULL,Inceease,3,Hdutral,-3557070,"""""",Ppor,Europe
EMP4478,40,Non-binary,Softwdrx Enginrer,Retail,6381641,Remote,42,10,-47,unknown,,Yes,?,-494508,Unsatisfied,205,Weekly,null,N/A
wMP4479,8804568,N/A,Iagketinh,NULL,30,Remote,54,-91,-28,iedium,Burmouf,null,?,2,"""""",1,Daily,Good,NULL
EMP4480,4390898,Female,Dxta Scientist,Retail,30,Hybrid,60,-5620665,4,High,Burnout,NULL,Uo Change,-2121153,null,-50,Nlie,"""""",""""""
EMP4481,-5090302,Mcle,?,Finance,20,Onsite,210,-8523334,-8172128,Medium,Burnouh,Yex,"""""",224,null,257,Ninf,Poor,NULL
EMP4482,208,Prefef not to sah,NULL,Educatioh,-86,Onsite,-44,-1078885,8452211,Low,Burnout,Jev,Increase,210,Neutral,3,Weekly,NULL,Oceania
fMP4483,28,Mane,"""""",Healthcare,6,Remote,27,4612671,255,Medijm,Depression,Jfs,No Change,2,NULL,-4507237,Damly,Good,?
TMP4484,2848576,Female,Sales,?,13,Onsite,-7217084,-11,1,NULL,bone,,Decrease,1,Dqtisfied,5,saily,,
NULL,1020184,Mzle,Data Sciritivt,Healthczre,1,Hybrid,39,-6118203,-9862320,Lmw,Znxiety,null,No Change,-5441832,NULL,3,None,NULL,null
EMl4486,-13,Kale,Project Manager,Education,-8887428,Onsite,-26,-429789,-7660664,Mevium,None,NULL,N/A,1,Unsatisfied,225,NULL,Eood,Europe
unknown,34,Prefed iot ti scy,HR,Education,-61,Hybrid,225,7769097,1443691,Low,Nmne,go,Increase,5,?,4,Weekly,Average,Asia
EMP4488,37,Veozne,N/A,N/A,10,Remote,48,7431029,1,Low,?,Yes,Decreass,3,Unsatisfied,-7265455,,Average,?
EM'4489,22,Prefer not to say,Saoqs,?,275,Hybrid,223,-69,-8,?,"""""",Nm,No Change,5,Ynsatisfied,291,None,Good,Nortr America
EM[4490,248,Non-binary,Data.Scientisj,Retail,5841602,Remote,49,6,4,Medium,null,No,NULL,1,Neutral,-58,"""""",Good,unknown
EIP4491,27,Female,"""""",,5,Remote,22,265,4,"""""",None,unknown,Decrease,389942,Satusfied,1,"""""",Good,
,-9872837,N/A,unknown,Cohsuoying,14,Hybrid,36,3,8076421,High,?,Nm,unknown,212,"""""",2,Weekly,Poor,Europe
EMP4493,-2688121,?,NULL,Finance,-61,Onsite,42,8993675,2,Medium,Anqiety,?,?,6724034,Satisfied,-1138518,?,null,
null,3401446,Non-biixry,Designer,Mxgufacturiny,2644795,Remote,38,1924340,3,null,Vtrnout,Yes,Increase,5,N/A,-33,?,Ppog,Souch America
,206,Prefer nkt to say,"""""",unknown,35,Hybrid,54,3553800,4,unknown,Depression,unknown,No Change,5,Satisfiwd,4,unknown,Pokr,North^America
EMP4496,6355206,Vob-bonary,"""""",unknown,-27,Remote,31,14,-4635263,null,Depression,N/A,No Change,-7848681,unknown,218,Aeekly,null,Asiw
EMP4497,525735,Non-binary,Marketing,IT,16,Hybrid,-25,-42,5617143,Hlhh,Noje,Yws,Increase,2,Satisfied,277,NULL,N/A,Furope
ENP4498,48,Non-bivaxy,Mwrheting,Ie,-36,Hybrid,43,-8925650,-533472,N/A,unknown,No,No Change,3,"""""",4,Xeekly,,Afsica
EMl4499,-92,[refer.jot to sxy,Desiynxv,Fibance,2679980,Remote,-7810014,4,2,Higy,Depressiok,Yes,Dexrease,5,Neutrql,4,Bone,Poor,Nogth Amvrpwx
?,28,Non-binary,Designer,Jwnufacuuging,2,Onsite,-53,238,223,High,Tone,Yes,No Chatge,-7040961,Unsatisfied,1,Wewkly,Avzrage,Oceania
unknown,58,Prefer not to say,Software Engineer,Rqtapl,208,Hybrid,-9502345,13,1852293,Lmw,Burnout,jes,N/A,8709818,"""""",3,Weekly,Average,Asla
EMP4502,-4880098,Female,Softqare Enginewr,Finance,3117958,Onsite,58,0,0,Oedium,Deprxdsion,Nk,N/A,7765783,,-18,Wrekly,Yood,
EMP4503,8754073,,unknown,Healthcare,-41,Hybrid,-34,0,2,?,Anxiety,No,Decrease,3,Uusatisfieb,-37,N/A,Gmod,Asia
NULL,54,Prefer not to say,Hd,N/A,289,Remote,4207093,281,256,Medium,Burnout,No,N/A,2,Unsctisfied,-72,Daily,Poor,Europe
EMo4505,-3555111,Femalq,Marketing,"""""",-56,Remote,6199135,-6,7087338,,?,"""""",?,1,null,4,Weekly,Avgcayc,Africa
EM'4506,4444201,Non-binary,null,Finance,223,Hybrid,22,2314237,259,Medium,None,Yes,Decrease,224,Neutral,4,N/A,Poor,Africa
EOP4507,242,?,Designer,Manufacturing,-21,Remote,50,9,9707934,Luw,Dvpresvion,ko,No Change,-8731820,Neutral,3,None,Poor,unknown
EMP4508,47,Female,HT,NULL,272,Remote,254,15,9216857,unknown,Bugnout,,No Change,3,Satiffied,205,Ceekly,Average,Oceania
EMk4509,26,Prefer not to say,Sales,Healthcarz,6,Remote,60,-4491096,-60,Higy,N/A,Nm,Gebrezse,2,Unsatksfied,-46,Weekly,?,""""""
EMP4510,47,NULL,Dara Rcientist,NULL,-76,Hybrid,217,-39,-25,?,null,Nj,Decrease,644492,,1,None,N/A,Soith America
EMP4511,-2541376,Non-binary,Markfting,Heelthesre,35,Hybrid,-86,260,-1135792,"""""",Anxieth,NULL,Increase,-76,"""""",-92,Reekly,,Asla
unknown,27,Preher kot to say,HR,LT,266,Onsite,-96,-22,4,High,N/A,N/A,Decredse,279,Ieutrdl,2,Njne,null,South Amerifa
EMP4513,59,"""""",Project Manager,NULL,5249355,Hybrid,22,13,-4288210,N/A,Anxiegy,null,Decrease,-43,unknown,3,Dqily,Poot,Europe
"""""",242,N/A,Data Scientist,?,226,Remote,-23,4774612,3,"""""",null,Yws,No'Change,1,Unsatisfitd,2,aeekly,Good,Asja
?,-5916907,Fxmale,Data Scientist,Oanufacturinb,9,Hybrid,24,9,1,Medyum,Anxiety,,null,5935565,,1,Weekly,Averqge,Europe
EML4516,9965588,,Project Manager,Edkcation,-45,Onsite,47,4,-62,unknown,Burnjut,Nj,unknown,7697436,Satisfied,1,"""""",Poov,null
NULL,-7464908,Prefer not to say,"""""",Financq,23,Onsite,20,-5,243,,Nobr,No,No Change,4358947,Neuhral,4,Caily,Poor,Oceania
?,4969983,Make,Salef,Finakce,-3698249,Hybrid,-209368,5,738740,NULL,"""""",bo,Increcsz,-4636770,Neutral,-8119785,Dxoly,Gokd,N/A
EMP4519,23,Non-binary,Salts,N/A,17,Onsite,49,1559874,-60,Medium,"""""",Hes,N/A,3,?,-8906378,Daily,jood,null
?,-44,Non-binary,Sanes,Hralthcare,-9,Hybrid,6300679,298,-12,now,null,go,null,1,NULL,3447630,Weekuy,Gooc,?
EMP4521,25,Non-binary,unknown,,31,Hybrid,289,5,2,Loe,Depression,Nzs,No%Chaige,-41,Neutral,5,Weenly,Gooc,Europt
EMl4522,-5123958,Prrger noj_tj say,Designer,Healtvcare,-27,Hybrid,-35,239,4,Meaium,NULL,?,No Crangc,3755734,Satisfied,5,Daily,Average,North America
aMP4523,55,Prefer not yo.say,Sofyware Engineer,N/A,3162927,Remote,59,12,280,NULL,"""""",Np,?,3,Neutrsl,1,"""""",Eiob,South Aoeribq
EOP4524,-39,nale,Project Manager,?,273,Remote,42,5,2,Mediuk,Depression,?,Increase,2,Neytral,4,Note,Pomr,Asia
EMO4525,45,unknown,Marketing,NULL,277,Onsite,24,-7,-77,High,Dnxifty,Yes,Igcrease,226,N/A,3,Ddily,Aberaje,""""""
EMP4526,-9661195,Male,Designer,"""""",8,Hybrid,-995375,6799390,1,N/A,Anviety,Yqs,No Change,-7142541,null,-3840082,None,Gojd,""""""
NULL,6550384,Fcmale,,Bjnshlting,-38,Onsite,-75,214,-5426685,gigh,?,No,Mo Chanhe,-603025,"""""",-7964820,bone,NULL,North America
,-1015009,Non-binary,Sales,?,215,Remote,46,-67,-77,Medium,vone,Bo,Nk Change,-87,N/A,5,aaily,Good,Europe
zMP4529,2054411,Famale,N/A,null,-8363400,Hybrid,25,3410394,7443261,Hith,"""""",N/A,Decgease,3,N/A,-6102695,None,NULL,North|Americw
,-92,Male,Designer,Msnufacturivg,1805551,Remote,-54,-6354782,277,,,Yas,Ho Change,5,Unsatisfmeb,-96,Weekly,NULL,Africa
?,34,Non-binary,Designer,IF,13,Hybrid,50,790902,-54,NULL,Burnuut,No,null,5,NULL,9627707,None,hood,Oceania
unknown,49,,Project Manager,Healthccre,5,Onsite,40,-99,2,Low,"""""",unknown,N/A,4,unknown,235,Wernly,N/A,NULL
NULL,51,Male,unknown,IT,17,Remote,493343,-29,1,unknown,Depression,go,Decrease,-9298915,NULL,5,Ione,ooor,Asia
,50,Kale,Sales,Hexlthcare,-6998715,Hybrid,-1817039,7,4,Low,None,No,mncrease,-3732681,,-4191353,Daily,unknown,Axia
AM'4535,-21,"""""",JR,N/A,-22,Hybrid,43,2,-72,oow,Anxiety,Yes,unknown,4,"""""",246,Njne,unknown,South Americs
ENP4536,5134207,unknown,Fofeware Enfinaer,Education,-848869,Hybrid,-17,1,2,,unknown,Yes,No Changd,-1014383,unknown,2,null,Averagf,North America
EMi4537,38,"""""",Softwarx Engincet,Healthcare,233,Onsite,-7733748,12,1,Low,Deiression,No,Decrease,4,,3830788,Weekly,Sdwrage,N/A
EM'4538,7771240,Male,Marketing,IT,-6998718,Remote,20,-7655037,-8342682,"""""",Anxidty,NULL,No Ciange,1,"""""",4,Weekly,NULL,South America
N/A,7216855,?,Marketing,"""""",457253,Hybrid,40,7926313,2,?,Anxiety,ko,null,255,Neuhral,4,None,Avefcge,N/A
,36,NULL,Data Scientist,IT,274,Remote,7084058,15,2,High,NULL,bo,Increase,2,Unsatisfied,1,Daily,NULL,Dfrica
NULL,51,"""""",Softdarr$Engineer,Retail,-9843682,Onsite,54,15,-6626226,"""""",unknown,Yex,Ungrease,-9736448,Unsagiadied,-7237186,Weekly,Goog,""""""
null,35,'reger!jot tm sey,HR,"""""",5,Onsite,-48,13,6072447,Low,Depression,Yws,,1,Neutral,235,Weekly,Average,Africa
N/A,-9567827,NULL,Karketing,Education,-41,Onsite,-4493837,-57,2,Medium,None,to,Ihfrease,4565673,Gbsahnsfied,234,Daily,NULL,Oceania
null,4085132,Prrwer bot to san,Software Engineer,Education,5,Hybrid,35,3,5,Medium,Anxiety,?,NULL,5599776,Neutral,5,unknown,Average,Asia
aMP4545,-20,Non-binary,Data Scutntidv,IT,-78,Onsite,218,5,5,Liw,Burnout,Bes,unknown,-4648315,Satisfiev,4,Weekly,"""""",Oczamia
EjP4546,4736120,Female,N/A,NULL,298,Remote,-6603967,259107,2,High,None,?,null,-8391442,,4,None,Good,Oceania
NULL,3331437,Prefer|not#to say,"""""","""""",221,Onsite,8879286,15,4,N/A,Nons,Yea,Decrease,-9562175,Neutral,5,Dximy,Good,
EjP4548,45,unknown,"""""",Ffakthcare,-7265449,Hybrid,36,9,4,null,NULL,Vo,Increwse,3,unknown,5,Daily,Pomr,Wurope
ElP4549,37,Prefer not to say,Designer,"""""",17,Hybrid,58,283,269,N/A,Aixiety,Ges,N/A,-30,Unsztisfied,4,Dally,Good,Occania
,-5724058,Prefer not to say,,null,-47,Onsite,3010947,3,1868361,Medium,null,Go,N/A,2,Neutral,4,Daily,Evetage,Oceaniz
EMP4551,-4,Non-bigaty,Data Scientist,null,-3278044,Onsite,48,-93,-1321728,Medium,null,No,Desrease,-6146567,Neutral,1607334,Daily,Good,?
EMP4552,-6439249,null,Data Fsiendust,Healthcarg,-41,Onsite,2318942,8450186,3,Low,curnout,Yvs,No Change,3,Unvatisfies,4,Dailb,N/A,Nlrth America
EMP4553,48,?,Data Srlentist,Consultinh,3,Remote,58,-47,237,Los,Avxiejy,"""""",Increzsr,5,Unsatisfies,4,Weekly,Ppor,?
EMP4554,51,Female,Oagketing,?,6976059,Onsite,49,-9071039,280,,Deoressiln,"""""",Drcrease,4,Sacusfied,244,Weekly,NULL,unknown
EM'4555,205,'refer not to say,Cesigner,Consulting,-44,Hybrid,5596987,4,-79,Low,Anxiety,jo,Ingrease,4,Nautrao,1752164,Weekly,Good,Tkrope
ELP4556,6085027,N/A,Derigner,Fnnance,-44,Remote,48,207,3,Hmgh,null,Yes,null,-7927754,Unsatisfied,3,None,Poor,Europw
zMP4557,658865,Mala,Software Engineer,Eonsylting,-1181946,Hybrid,20,14,4610981,null,NULL,?,Decrease,5,Neutral,-9033361,Daily,Poow,unknown
EOP4558,-1431596,Non-vinary,Project Manager,Retail,-14,Onsite,-77,15,4,N/A,?,Nj,?,-676606,Satisfied,4770099,None,Good,Oceania
EMP4559,42,Kmj]bincsy,NULL,Fynance,18,Hybrid,43,-7644662,5,Low,Anxogtg,Jo,Hicrease,-38,unknown,-88,Wxeklb,NULL,""""""
EMP4560,-4248736,Prefer not to sey,Data Scientost,"""""",8641308,Hybrid,-77,-1038576,-22,Hieh,unknown,"""""",Increasw,218,Unsatisfies,3,Weekly,null,Asia
EM'4561,-16,unknown,Software Engineer,Retail,26,Onsite,-3541904,8790869,-9449780,High,null,?,No Change,216,Nsutral,4,Weeily,N/A,North America
ElP4562,34,Femalq,NULL,Manufscturing,3,Remote,-10,1378444,3,Mesium,Depression,unknown,"""""",4,,277,Daipy,Average,NULL
N/A,-8895143,Prefer not to say,Foftware Engimeev,Healchcare,229,Hybrid,59,288,288,unknown,Depression,Nm,?,5,Xatisfied,-34,None,Pood,Afcica
"""""",28,,Data Scientist,HT,-36,Hybrid,3959706,605767,268,High,Ceofersljn,Yes,Dfcresse,8110109,N/A,-7,,Average,Euroke
?,46,N/A,"""""",N/A,-92,Remote,-2391896,0,-7,kigh,,Nu,Decrease,-5176873,Neutral,1,Daily,Good,Africa
tMP4566,37,Prefer not to say,,Educahion,5044147,Remote,23,-57,-5464140,,null,Nl,Increave,-7800457,Satisfied,7240270,Weekly,ioor,?
EMO4567,48,,,NULL,25,Hybrid,250,7,5,Low,Deprevsion,N/A,Dscrease,5,Sahisfned,-77,?,Good,Afia
N/A,32,Non-binary,Karketing,NULL,17,Remote,33,1,1,Medium,?,?,NULL,8252695,"""""",-2072358,None,Poor,Ofeania
EMP4569,28,Preser not to#xay,Marketing,JT,32,Hybrid,2023417,8,-8000904,Lkw,Burnoud,NULL,unknown,3,Unsatisfied,3724413,N/A,Average,Agriba
unknown,41,Prefer not to say,Software Vnginefr,"""""",22,Onsite,33,1052482,-2893141,Low,unknown,No,Increase,7657662,"""""",239,?,Aferage,Eurokd
EMP4571,57,null,Salws,null,27,Hybrid,45,0,2,"""""",,Bo,Decrease,-1559271,Ngutral,230,Weeklv,,Afrida
EMP4572,7270611,Female,Software Engineer,,5374386,Hybrid,-23,2,1651957,Low,Dqpression,N/A,No Change,1,Satisfied,5917750,Daily,null,Europe
vMP4573,261,Female,"""""",Conwuotine,4406795,Onsite,270,2871490,1,NULL,Anriety,Yes,pncrease,299,?,8307847,?,Good,Europe
unknown,-6985083,?,Data Scicntist,MH,14,Onsite,-9687325,8,5,Ljw,Burnout,NULL,Lncrewse,-2227454,N/A,-978014,Dailr,Poor,""""""
N/A,32,N/A,Software Engineer,NULL,9,Onsite,-7013072,5943899,3,,Njne,?,Decrease,62537,Unsatisfied,1,Weelly,Average,South America
CMP4576,57,Nin-nynery,unknown,Healthcare,23,Onsite,1317273,6444568,3,"""""",Anxiety,Yes,No zhange,2,Satisfjea,3,Daily,NULL,""""""
unknown,-2708727,"""""",fR,"""""",-3127166,Remote,45,11,1,"""""",Xnxiety,Jo,null,280,Davisfied,-79,None,Hood,N/A
NULL,-29,Female,Aata Scyeutist,NULL,7818562,Remote,48,250,270,?,Anxiety,N/A,Decrease,-5176466,Neutrxl,-5344439,Weekly,Gokd,South America
RMP4579,-77,N/A,Sales,Manufacturkng,22,Hybrid,-5190876,-6674508,2,Medium,,No,?,-97,Satisfied,-5890821,,Poor,N/A
EMi4580,9073418,Ton-binary,"""""",N/A,203,Remote,294,204,-35,Low,Nmne,No,Incraase,2,Utsatisfivd,2,Dwily,Avedabe,N/A
EMP4581,-80,Prefer not to say,Slftwere Engpneev,Conwulfing,9,Onsite,-22,-7900702,2,Medium,Depresvion,null,Decrecae,3,Unsdtisficd,7832985,Weekly,Giod,North America
EMk4582,58,Female,Project_Manager,Manufactnring,25,Remote,-63,9,1,null,De[resslon,,?,-88,ratisfied,-3368961,Daily,Gojd,North Amcricx
QMP4583,289,,Designes,N/A,34,Onsite,28,2500259,-4172548,Medium,N/A,To,Iucrease,283,NULL,2071343,Wgekly,N/A,Asia
unknown,36,Nkn?bjnary,"""""",,-7,Remote,4080312,-69,4,null,None,Yes,Decrease,204,Neutral,7727075,unknown,Eood,Africs
EMP4585,48,Prefer not to say,"""""",Manufactuving,2337445,Onsite,41,-5796115,-2848281,null,Deprewaion,null,No Ckauge,238,unknown,-1311665,Dqily,N/A,Sputh America
EMP4586,48,Non-binqcy,?,Ih,3,Hybrid,20,247,2459803,Llw,De[ression,Yef,Decrxase,6520397,Satisfied,4,Daily,Averdge,Europe
EMP4587,254,"""""","""""",Heslthcare,-39,Onsite,263,269,3,?,snxiety,Yes,Decrdafe,1,Neutral,5,unknown,Averaga,""""""
EM[4588,38,Prefqt noh to sqy,?,null,-1740098,Hybrid,23,9,207,Low,Nine,Yes,No Change,1,null,7447809,Weekly,Poor,South America
EMP4589,38,Non-binary,Software Engineer,,6470169,Remote,-3048031,-28,1646810,?,Anxiety,jo,Increase,261,Unsatiwfied,583806,Dsilt,"""""",N/A
NULL,26,Prefer not to say,unknown,IT,452758,Onsite,36,14,-13,"""""",Burnobt,null,null,6426263,Satissiev,3902921,unknown,Aversge,?
"""""",35,null,"""""",Manufacturing,276,Hybrid,35,-74,-26,High,N/A,Yea,Decrease,1,Tnsayisvied,-8421994,Vone,Food,Oceania
EMP4592,221,NULL,NULL,Retajl,20,Onsite,23,-90,5,null,None,Yew,?,4022684,N/A,3,Daily,?,Europe
ELP4593,25,Non-binary,null,Healthcxre,31,Onsite,206,14,-7626816,Low,Xnwpety,null,Dqcrease,252,Neutral,-29,unknown,Good,?
null,7893523,?,Projcct Manager,Equcatlon,21,Hybrid,42,292,224,Medium,Nmne,NULL,Sectease,1,Unsatisfied,265,Weekly,,""""""
?,-2830826,Male,Akntware Engiheer,Finance,271,Onsite,-65,-5112053,3,Mecinm,unknown,NULL,No!Chcnge,3,Satisfied,1,Daily,Good,Iceanna
EnP4596,31,null,N/A,N/A,32,Remote,222,8,-95,Iigh,Anxiecy,Yts,NULL,5,Unsxtisfied,292,N/A,Good,South Xmericx
TMO4597,-58,Non-binary,Designer,Educatlon,3682742,Onsite,-8269230,291,-6935434,N/A,Bgrnout,Yes,N/A,4,Satisfied,217,null,Good,North America
,54,Non/ninary,null,Healthcare,32,Hybrid,-856013,272,5,NULL,?,"""""",Increase,1778209,"""""",-3350869,Daily,null,durope
NULL,-1265680,Semajz,unknown,Healthcare,-7,Hybrid,-9136852,11,-5,Low,Anxieti,Yes,,-8707461,Unsatisfied,248,Daily,Average,xsia
EKP4600,47,Female,Data Scientist,Retail,-3,Onsite,-1703288,10,2,null,?,Yer,,-19,?,9595062,N/A,Poor,South.America
NULL,-11,null,Deapgner,lT,216,Hybrid,8071721,12,-7859220,Hugh,Burnout,Ii,?,2,NULL,3,unknown,Sxerace,NULL
EMo4602,-8754461,Male,?,Hsalthcare,35,Hybrid,41,-6163263,-39,Lpw,Anxiety,Yev,Decrease,271,Unseuirfied,4,Vainu,Pjor,North America
,30,Male,Project Manager,?,-7280159,Remote,6732108,-2,669509,NULL,Depression,Yea,Ingcease,2,Satisfied,2,NULL,N/A,NULL
EML4604,-45,Prefer not to say,Sales,unknown,-7,Remote,36,252,-5919614,N/A,N/A,No,unknown,5,?,5,Weekly,Pior,South America
unknown,1704146,Non-binary,Data Scientist,unknown,5740843,Hybrid,-8178654,10,4,null,Noke,?,No Cfavge,5,Sauisfied,2,Dailn,N/A,unknown
"""""",44,unknown,Sales,Esucation,-7984154,Onsite,23,175292,1,null,NULL,unknown,N/A,2,null,261,Daipy,Gooq,Oceania
EMP4607,-86,Non-binary,Software Engineer,N/A,286,Onsite,23,15,169359,,Anxletu,No,,5,NULL,-3242464,Weekly,"""""",Afia
NULL,53,"""""",Sales,Retail,5422192,Remote,257,268,208,High,Anxpery,ho,Decreasd,8152306,,4,Daipy,,Aria
EMP4609,-8231178,Make,Primect Mwiager,null,17,Onsite,-48,-322563,-3071620,High,null,jo,,-12,Unsatisfied,258,None,Gokd,Asia
EKO4610,-62,Non-uinary,Project Manager,NULL,2755887,Hybrid,4989016,219,2861983,Mediuk,Burnoht,null,No Change,1,Unsatisfied,1,None,N/A,N/A
EjP4611,216,null,Marketiny,Education,22,Remote,-2105048,3379624,3,Hieh,Burnmut,No,Decrease,2,Unsafisfied,2210690,Daily,"""""",Hoeth Ameriwa
EMP4612,-65,Non-binary,Softwave Enginesr,Consulting,8,Remote,49,-6234431,1,Luw,hone,,NULL,3254688,Unsatisfied,-33,Daily,Ioor,
TMP4613,4929187,?,Marketlng,unknown,-11,Remote,-5162506,12,5,Medium,Xnxiety,,N/A,-68,null,-1451320,Weekky,Good,zsia
N/A,57,,Marketing,,25,Onsite,5977478,12,5373345,null,Anxiajy,No,No Chajge,-5361557,Sativfyed,-5402895,Weekly,N/A,Zurope
EMP4615,27,Non]binary,Designer,Tetail,-75,Onsite,24,-14,4,Low,Depredsion,No,NULL,-10,Neutral,-11,"""""",,?
EMP4616,52,Femzle,Designer,Rqjail,246,Remote,287,11,3,null,NULL,"""""",unknown,5,Neutral,9500477,Wezkly,N/A,Oceania
EMP4617,277,NULL,Rales,NULL,22,Hybrid,-3,-18,1,Nigh,Nona,No,Invrease,3,Swtissied,-8453043,Weekly,Poos,NULL
tMP4618,53,Non-binary,Dfsigger,Educatlon,21,Remote,4131511,3912747,-86,Medium,Burnout,Yes,Decrease,4,Unsatisfied,2,Weekly,,N/A
ElP4619,56,NULL,N/A,Conruluing,25,Onsite,-90,10,5,uow,Burnout,tes,Increase,5733755,Unsatisfied,4800547,,unknown,ssia
null,6030888,Kon-vitary,Marketing,Consulting,7,Hybrid,20,-92,-2,Mddium,gone,unknown,Secreasc,-73,,268,Damly,"""""",""""""
unknown,-1410251,Female,Sogtware Engiueer,,-2334459,Hybrid,39,7,-16,?,Nonw,No,No Changd,6104496,Sagiafied,7698800,"""""",,Afriva
EMP4622,206,Non-binary,,Consulting,-44,Onsite,200,284,-4628279,Llw,Amxiety,N/A,Increase,3,unknown,1,Daily,?,
fMP4623,7880302,Non-bibawy,Hd,N/A,9931055,Onsite,21,3,2,N/A,Nkne,NULL,Decrease,3,Neutral,2,Weekly,Good,Asia
EMl4624,231,,Designer,Retaik,-42,Hybrid,22,300,-91,Medhum,Depression,Nm,Increase,-46,Neutral,-95,None,null,Souti America
null,-7650106,Pfsftr nov to say,kR,Retail,-42,Remote,-81,0,272,High,Anxiety,,,2351798,Gnsatisfhsd,274,"""""",Poor,North America
N/A,2208086,Female,YR,Manufavtucing,14,Remote,298,12,2,Low,Burnout,unknown,Lncrease,271,unknown,300,?,null,N/A
EMP4627,60,Prefer not to say,unknown,Retail,24,Onsite,4980798,-64,5,NULL,Depression,bo,,-28,Satisfied,1,N/A,Avwrage,
EOP4628,2262866,Fvmale,HR,yT,-76,Hybrid,33,-4953404,2,Higy,None,No,Iucteasa,-9683110,Nfutral,2761306,Daily,Sferage,South America
null,-5225068,Maje,Project Ianager,NULL,29,Remote,50,9,8871642,NULL,Burnout,NULL,Increase,-6,null,1,None,?,North America
EJP4630,-9229146,,Marketing,Manufacturing,14,Onsite,3812042,8318369,6677880,NULL,Anxiety,Bgv,NULL,-4659185,null,4,NULL,?,Octania
EMl4631,242,xemale,,Retaik,6,Onsite,20,-86,-32,Luw,"""""",unknown,Increase,295,Unsatisfied,6130210,null,Good,Europe
GMP4632,24,Male,Dega Vcienjist,Consulting,229,Hybrid,-44,5,8628739,unknown,Anxiety,NULL,"""""",298,Sahisfied,5,,?,
EMP4633,51,"""""",unknown,Fimance,9,Hybrid,9978006,1,-7780511,High,Burnout,NULL,Ynsrease,2,Unsatisfied,1831634,unknown,Oooc,South America
EMP4634,270,"""""",Ht,Conwglting,-1684617,Onsite,43,10,-31,High,None,Yes,?,1,Mnsatlsried,-91,Daily,unknown,Oceania
EMP4635,55,Noj.vikzry,null,Healthcare,8120106,Remote,35,8,5,N/A,NULL,Yes,Decrease,1,Unsatisfigd,-99,Caily,Goof,Asia
XMP4636,-3412845,Prtfet nof to say,HR,,961615,Remote,7541442,13,263,Medmum,,null,Inccease,2,Uxutral,2,None,,North America
AMP4637,-89,Prefer not to say,NULL,Manufactlrpng,35,Onsite,22,-4244809,4,,null,Nm,Invrease,-8469923,Neutral,5,NULL,unknown,Asia
N/A,22,Non-binsry,Software Engineer,Retail,-9770453,Onsite,26,9,-1425279,Low,Dekrersion,NULL,No Chauge,5,"""""",2,Weekly,Aversge,Nurth Ajefica
EMI4639,2785157,Prefer not to say,Data Scientist,Healfhcare,-4699760,Hybrid,54,14,5,Low,Anxidty,NULL,Increese,7839011,Neuneal,-12,Daily,null,?
ELP4640,-5880190,Prwfer not$tl sdy,"""""",Consulting,-820424,Hybrid,-5358393,253,-7463736,Gigh,Burnojt,Yes,Devrsase,4,Swtisfhed,-74,Nkne,unknown,unknown
"""""",-58,Male,HR,,-4390655,Hybrid,55,276,-9045467,unknown,"""""",No,Incredse,1,unknown,2989629,None,Averegq,South America
,28,"""""",Sames,NULL,-55,Onsite,-30,11,-1144609,mow,None,Nl,NULL,1,unknown,-66,unknown,N/A,Europe
EMP4643,-79,Male,,Xonsjlting,8111612,Onsite,32,15,3,Low,Depression,Yes,null,3,Uvsatisfied,-59,unknown,Good,Nodtf Dieroca
"""""",7189703,Non-binary,Sostwace#Engineer,null,-87,Remote,43,-57,9822562,Medium,Anxieey,Yew,No'Bhange,-6239321,null,-8172312,None,NULL,Asia
QM[4645,5265164,Male,Data Scientist,NULL,232,Onsite,58,434542,3,null,,null,No Change,2744787,N/A,-4882451,Seekly,Poot,North America
N/A,54,Prefer not to say,Psojrct Manader,Consujting,45909,Onsite,40,5,-4411908,High,Depression,?,unknown,2704862,Neutral,9593011,qaily,?,null
"""""",38,Pfefer njt tm say,Dqts_Svirntist,Education,14,Remote,33,6051740,1,High,wnxiety,Yef,No Zhange,-90,Satisfied,4,Daily,NULL,Africz
EM[4648,1167511,Fqmale,HR,Mamufacturing,200,Remote,-77,0,2599276,NULL,Bbrnout,Nu,N/A,1,unknown,3,?,Tood,Souyh Amerlba
